Date of Occurrence,Time of Occurrence,latitude,longitude,Distance from Police Station,Station,Crime Type,DateTime,hour,day_of_week,is_night,month,year,TimeOfDay,Crime_Mischief,Crime_Wrongful Restraint and Confinement,Crime_Robbery and Dacoity,Crime_Gambling-related offenses,Crime_Offences Relating to Documents,Crime_Weights & Measures,Crime_Coin & Govt Stamps,Crime_Intimidation & Annoyance,Crime_Cheating,Crime_Theft,Crime_Marriage-related Offences,Crime_Criminal Trespass,Crime_Safety,Crime_Public Servants,Crime_Offences against the State,Crime_Public Tranquillity,Crime_Traffic violations and motor vehicle offenses,Crime_Offences Affecting Life,Crime_Kidnapping,Crime_Damage to public property,Crime_Slavery and Forced Labour,Crime_Alcohol prohibition violations,Crime_Attempts to Commit Offences,Crime_Criminal Force and Assault,Crime_Cybercrimes and digital fraud,Crime_General Exceptions,Crime_Elections & Authority,Crime_Public Health,Crime_Unknown,Crime_Police-related offenses and misconduct,Crime_General criminal offenses,Crime_False Evidence & Justice,Crime_Abduction,Crime_Drug trafficking and substance abuse,Crime_Criminal Breach of Trust,Crime_Copyright infringement and intellectual property violations,Crime_Extortion,Crime_State-specific motor vehicle violations,Crime_Public safety violations,Crime_Hurt,Crime_Of Abetment,Crime_Criminal Conspiracy,CrimeSeverity,hour_normalized,day_of_week_normalized,Distance from Police Station_normalized
09-01-2023,22:43:00,18.48066602,73.87155043,1.5,0,Alcohol prohibition violations,2023-01-09 22:43:00,22,0,1,1,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,-1.4986928407672964,-0.34163040586610627
09-01-2023,23:47:00,18.46453573,73.8710216,1.5,0,Unknown,2023-01-09 23:47:00,23,0,1,1,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,-1.4986928407672964,-0.34163040586610627
09-01-2023,19:21:00,18.46116623,73.87059186,1.0,0,Cheating,2023-01-09 19:21:00,19,0,1,1,2023,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.6570356590331043,-1.4986928407672964,-0.6260155203432219
10-01-2023,01:28:00,18.4689746,73.86481362,1.5,0,Unknown,2023-01-10 01:28:00,1,1,1,1,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.5930587671325727,-0.9809879581558746,-0.34163040586610627
11-01-2023,22:17:00,18.47583978,73.86856021,1.5,0,Alcohol prohibition violations,2023-01-11 22:17:00,22,2,1,1,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,-0.4632830755444529,-0.34163040586610627
15-01-2023,19:25:00,18.47934107,73.86184947,1.5,0,Theft,2023-01-15 19:25:00,19,6,1,1,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.6570356590331043,1.607536454901234,-0.34163040586610627
20-01-2023,02:06:00,18.46020286,73.87278282,1.0,0,Alcohol prohibition violations,2023-01-20 02:06:00,2,4,1,1,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.4680535212344794,0.5721266896783905,-0.6260155203432219
20-01-2023,03:01:00,18.50775379,73.85577453,1.0,0,Alcohol prohibition violations,2023-01-20 03:01:00,3,4,1,1,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.3430482753363862,0.5721266896783905,-0.6260155203432219
23-01-2023,20:16:00,18.46984553,73.8613687,1.0,0,Unknown,2023-01-23 20:16:00,20,0,1,1,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.7820409049311975,-1.4986928407672964,-0.6260155203432219
27-01-2023,00:01:00,18.46164852,73.86745113,2.0,0,Alcohol prohibition violations,2023-01-27 00:01:00,0,4,1,1,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.7180640130306657,0.5721266896783905,-0.05724529138899054
30-01-2023,23:52:00,18.4640499,73.86513364,2.0,0,Offences against the State,2023-01-30 23:52:00,23,0,1,1,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,1.157056642625477,-1.4986928407672964,-0.05724529138899054
02-02-2023,00:59:00,18.47609779,73.87576953,1.0,0,Offences against the State,2023-02-02 00:59:00,0,3,1,2,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-1.7180640130306657,0.05442180706696883,-0.6260155203432219
02-02-2023,01:23:00,18.46829657,73.86240029,1.0,0,Offences against the State,2023-02-02 01:23:00,1,3,1,2,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-1.5930587671325727,0.05442180706696883,-0.6260155203432219
04-02-2023,01:00:00,18.48691608,73.8581371,2.0,0,"Public Health, Safety, Hurt, Elections & Authority",2023-02-04 01:00:00,1,5,1,2,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,-1.5930587671325727,1.0898315722898122,-0.05724529138899054
15-02-2023,23:14:00,18.47856251,73.86256729,1.0,0,Alcohol prohibition violations,2023-02-15 23:14:00,23,2,1,2,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.157056642625477,-0.4632830755444529,-0.6260155203432219
16-02-2023,01:54:00,18.46790706,73.86828114,1.0,0,Alcohol prohibition violations,2023-02-16 01:54:00,1,3,1,2,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.5930587671325727,0.05442180706696883,-0.6260155203432219
22-02-2023,05:21:00,18.47125813,73.87562926,1.0,0,"Hurt, Intimidation & Annoyance",2023-02-22 05:21:00,5,2,1,2,2023,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,-1.0930377835401999,-0.4632830755444529,-0.6260155203432219
27-02-2023,16:13:00,18.4562493,73.87202932,1.05,0,"Mischief, Public Health, Safety, Elections & Authority, Of Abetment",2023-02-27 16:13:00,16,0,0,2,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Very Low,0.2820199213388248,-1.4986928407672964,-0.5975770088955104
07-03-2023,15:35:00,18.47653331,73.85850017,2.0,0,Elections & Authority,2023-03-07 15:35:00,15,1,0,3,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.15701467544073167,-0.9809879581558746,-0.05724529138899054
09-03-2023,22:04:00,18.46213628,73.86738995,1.5,0,Alcohol prohibition violations,2023-03-09 22:04:00,22,3,1,3,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,0.05442180706696883,-0.34163040586610627
18-03-2023,18:42:00,18.44730957,73.88080293,3.5,0,Offences Affecting Life,2023-03-18 18:42:00,18,5,1,3,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,0.5320304131350112,1.0898315722898122,0.7959100520423565
21-03-2023,18:56:00,18.45718298,73.87381513,1.0,0,"Offences against the State, Hurt, Intimidation & Annoyance",2023-03-21 18:56:00,18,1,1,3,2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,0.5320304131350112,-0.9809879581558746,-0.6260155203432219
27-03-2023,16:39:00,18.46338931,73.87527816,1.0,0,Alcohol prohibition violations,2023-03-27 16:39:00,16,0,0,3,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.2820199213388248,-1.4986928407672964,-0.6260155203432219
27-03-2023,23:15:00,18.47236617,73.88168117,1.5,0,Alcohol prohibition violations,2023-03-27 23:15:00,23,0,1,3,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,-1.4986928407672964,-0.34163040586610627
25-04-2023,13:59:00,18.46401277,73.86576136,1.0,0,Hurt,2023-04-25 13:59:00,13,1,0,4,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,-0.09299581635545465,-0.9809879581558746,-0.6260155203432219
29-04-2023,01:06:00,18.46056442,73.86918692,1.5,0,Unknown,2023-04-29 01:06:00,1,5,1,4,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.5930587671325727,1.0898315722898122,-0.34163040586610627
02-05-2023,19:38:00,18.47159874,73.86344171,1.0,0,"Criminal Breach of Trust, Cheating, Of Abetment",2023-05-02 19:38:00,19,1,1,5,2023,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Low,0.6570356590331043,-0.9809879581558746,-0.6260155203432219
03-05-2023,20:32:00,18.46572399,73.8627022,1.0,0,"Criminal Breach of Trust, Hurt, Cheating, Intimidation & Annoyance",2023-05-03 20:32:00,20,2,1,5,2023,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Moderate,0.7820409049311975,-0.4632830755444529,-0.6260155203432219
11-05-2023,18:59:00,18.45998248,73.87214449,1.0,0,Alcohol prohibition violations,2023-05-11 18:59:00,18,3,1,5,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.5320304131350112,0.05442180706696883,-0.6260155203432219
11-05-2023,15:56:00,18.46895484,73.86173475,1.5,0,Theft,2023-05-11 15:56:00,15,3,0,5,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.15701467544073167,0.05442180706696883,-0.34163040586610627
13-05-2023,19:33:00,18.46517558,73.86701393,2.0,0,Theft,2023-05-13 19:33:00,19,5,1,5,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.6570356590331043,1.0898315722898122,-0.05724529138899054
31-05-2023,17:23:00,18.45567374,73.87093493,2.0,0,"Hurt, Intimidation & Annoyance",2023-05-31 17:23:00,17,2,0,5,2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,0.407025167236918,-0.4632830755444529,-0.05724529138899054
08-06-2023,19:13:00,18.46316054,73.86759209,1.5,0,Theft,2023-06-08 19:13:00,19,3,1,6,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.6570356590331043,0.05442180706696883,-0.34163040586610627
23-06-2023,19:42:00,18.4610194,73.8729822,1.5,0,"Hurt, Intimidation & Annoyance",2023-06-23 19:42:00,19,4,1,6,2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,0.6570356590331043,0.5721266896783905,-0.34163040586610627
27-06-2023,03:37:00,18.46107001,73.86942832,2.0,0,Robbery and Dacoity,2023-06-27 03:37:00,3,1,1,6,2023,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-1.3430482753363862,-0.9809879581558746,-0.05724529138899054
30-06-2023,18:02:00,18.47658453,73.85965894,2.0,0,Cheating,2023-06-30 18:02:00,18,4,1,6,2023,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.5320304131350112,0.5721266896783905,-0.05724529138899054
03-07-2023,14:17:00,18.48046797,73.87381504,1.5,0,"Mischief, Offences against the State, Intimidation & Annoyance",2023-07-03 14:17:00,14,0,0,7,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,0.03200942954263851,-1.4986928407672964,-0.34163040586610627
03-07-2023,21:07:00,18.46901894,73.87023133,1.0,0,Alcohol prohibition violations,2023-07-03 21:07:00,21,0,1,7,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.9070461508292906,-1.4986928407672964,-0.6260155203432219
05-07-2023,18:59:00,18.46121328,73.88025251,2.5,0,Alcohol prohibition violations,2023-07-05 18:59:00,18,2,1,7,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.5320304131350112,-0.4632830755444529,0.22713982308812516
05-07-2023,18:36:00,18.47139159,73.86574868,2.0,0,Alcohol prohibition violations,2023-07-05 18:36:00,18,2,1,7,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.5320304131350112,-0.4632830755444529,-0.05724529138899054
06-07-2023,16:36:00,18.47233928,73.86344855,2.0,0,Alcohol prohibition violations,2023-07-06 16:36:00,16,3,0,7,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.2820199213388248,0.05442180706696883,-0.05724529138899054
07-07-2023,23:13:00,18.4610766,73.86904979,2.0,0,Offences Affecting Life,2023-07-07 23:13:00,23,4,1,7,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,1.157056642625477,0.5721266896783905,-0.05724529138899054
08-07-2023,18:48:00,18.46670117,73.87663796,1.5,0,Alcohol prohibition violations,2023-07-08 18:48:00,18,5,1,7,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.5320304131350112,1.0898315722898122,-0.34163040586610627
12-07-2023,23:21:00,18.45721955,73.87531443,2.0,0,"Hurt, Intimidation & Annoyance",2023-07-12 23:21:00,23,2,1,7,2023,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,1.157056642625477,-0.4632830755444529,-0.05724529138899054
17-07-2023,14:29:00,18.4630909,73.86618295,0.5,0,"Hurt, Intimidation & Annoyance",2023-07-17 14:29:00,14,0,0,7,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,0.03200942954263851,-1.4986928407672964,-0.9104006348203376
17-07-2023,03:23:00,18.47165144,73.86677129,2.0,0,Public Tranquillity,2023-07-17 03:23:00,3,0,1,7,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,-1.3430482753363862,-1.4986928407672964,-0.05724529138899054
20-07-2023,19:07:00,18.47196956,73.86416383,2.0,0,Cheating,2023-07-20 19:07:00,19,3,1,7,2023,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.6570356590331043,0.05442180706696883,-0.05724529138899054
26-07-2023,17:08:00,18.46163431,73.86628711,1.0,0,Unknown,2023-07-26 17:08:00,17,2,0,7,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.407025167236918,-0.4632830755444529,-0.6260155203432219
01-08-2023,15:23:00,18.46434137,73.87061735,2.0,0,"Mischief, Intimidation & Annoyance",2023-08-01 15:23:00,15,1,0,8,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.15701467544073167,-0.9809879581558746,-0.05724529138899054
03-08-2023,19:59:00,18.46585128,73.87280642,1.0,0,Alcohol prohibition violations,2023-08-03 19:59:00,19,3,1,8,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.6570356590331043,0.05442180706696883,-0.6260155203432219
20-08-2023,21:07:00,18.47668894,73.86378611,2.0,0,"Mischief, Theft",2023-08-20 21:07:00,21,6,1,8,2023,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.9070461508292906,1.607536454901234,-0.05724529138899054
04-09-2023,07:44:00,18.47343181,73.86593181,1.5,0,"Public Health, Safety, Elections & Authority, Hurt, Of Abetment",2023-09-04 07:44:00,7,0,0,9,2023,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Moderate,-0.8430272917440136,-1.4986928407672964,-0.34163040586610627
05-09-2023,21:04:00,18.46930661,73.87010109,2.0,0,Unknown,2023-09-05 21:04:00,21,1,1,9,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.9070461508292906,-0.9809879581558746,-0.05724529138899054
13-09-2023,22:41:00,18.46422095,73.86507118,1.0,0,Public Tranquillity,2023-09-13 22:41:00,22,2,1,9,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,-0.4632830755444529,-0.6260155203432219
14-09-2023,03:57:00,18.4642082,73.86497337,1.0,0,Unknown,2023-09-14 03:57:00,3,3,1,9,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.3430482753363862,0.05442180706696883,-0.6260155203432219
17-09-2023,22:46:00,18.46941795,73.86771995,0.5,0,"Public Health, Safety, Elections & Authority, Of Abetment, Offences Affecting Life",2023-09-17 22:46:00,22,6,1,9,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High,1.0320513967273839,1.607536454901234,-0.9104006348203376
17-09-2023,02:00:00,18.46446023,73.86691628,1.0,0,Alcohol prohibition violations,2023-09-17 02:00:00,2,6,1,9,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.4680535212344794,1.607536454901234,-0.6260155203432219
19-09-2023,23:21:00,18.46629638,73.86883427,1.0,0,Public Tranquillity,2023-09-19 23:21:00,23,1,1,9,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,-0.9809879581558746,-0.6260155203432219
21-09-2023,22:13:00,18.47701328,73.85749097,2.0,0,Unknown,2023-09-21 22:13:00,22,3,1,9,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,0.05442180706696883,-0.05724529138899054
08-10-2023,21:01:00,18.47232061,73.87499875,2.0,0,Intimidation & Annoyance,2023-10-08 21:01:00,21,6,1,10,2023,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.9070461508292906,1.607536454901234,-0.05724529138899054
10-10-2023,01:08:00,18.473013,73.87138422,1.0,0,"Marriage-related Offences, Intimidation & Annoyance",2023-10-10 01:08:00,1,1,1,10,2023,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.5930587671325727,-0.9809879581558746,-0.6260155203432219
20-10-2023,01:36:00,18.46191633,73.87449059,2.0,0,Unknown,2023-10-20 01:36:00,1,4,1,10,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.5930587671325727,0.5721266896783905,-0.05724529138899054
22-10-2023,17:04:00,18.46994955,73.86383045,1.5,0,"Theft, Criminal Trespass",2023-10-22 17:04:00,17,6,0,10,2023,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.407025167236918,1.607536454901234,-0.34163040586610627
26-10-2023,09:12:00,18.46138414,73.8726932,1.0,0,Unknown,2023-10-26 09:12:00,9,3,0,10,2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-0.5930167999478273,0.05442180706696883,-0.6260155203432219
28-10-2023,18:27:00,18.46155289,73.86628711,2.0,0,Public Tranquillity,2023-10-28 18:27:00,18,5,1,10,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,0.5320304131350112,1.0898315722898122,-0.05724529138899054
29-10-2023,22:30:00,18.46816954,73.87043602,2.0,0,Alcohol prohibition violations,2023-10-29 22:30:00,22,6,1,10,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,1.607536454901234,-0.05724529138899054
06-11-2023,15:48:00,18.46271617,73.86248734,2.0,0,"Hurt, Intimidation & Annoyance",2023-11-06 15:48:00,15,0,0,11,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,0.15701467544073167,-1.4986928407672964,-0.05724529138899054
13-11-2023,23:58:00,18.46740746,73.87199802,1.0,0,"Public Health, Safety, Elections & Authority, Of Abetment",2023-11-13 23:58:00,23,0,1,11,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Very Low,1.157056642625477,-1.4986928407672964,-0.6260155203432219
17-11-2023,15:43:00,18.4720116,73.8613526,1.0,0,Theft,2023-11-17 15:43:00,15,4,0,11,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.15701467544073167,0.5721266896783905,-0.6260155203432219
19-11-2023,22:27:00,18.46072845,73.86647412,2.0,0,"Hurt, Intimidation & Annoyance",2023-11-19 22:27:00,22,6,1,11,2023,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,1.0320513967273839,1.607536454901234,-0.05724529138899054
02-12-2023,07:51:00,18.46233984,73.87644577,1.0,0,Theft,2023-12-02 07:51:00,7,5,0,12,2023,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-0.8430272917440136,1.0898315722898122,-0.6260155203432219
