Date of Occurrence,Time of Occurrence,latitude,longitude,Distance from Police Station,Station,Crime Type,DateTime,hour,day_of_week,is_night,month,year,TimeOfDay,Crime_Mischief,Crime_Wrongful Restraint and Confinement,Crime_Robbery and Dacoity,Crime_Gambling-related offenses,Crime_Offences Relating to Documents,Crime_Weights & Measures,Crime_Coin & Govt Stamps,Crime_Intimidation & Annoyance,Crime_Cheating,Crime_Theft,Crime_Marriage-related Offences,Crime_Criminal Trespass,Crime_Safety,Crime_Public Servants,Crime_Offences against the State,Crime_Public Tranquillity,Crime_Traffic violations and motor vehicle offenses,Crime_Offences Affecting Life,Crime_Kidnapping,Crime_Damage to public property,Crime_Slavery and Forced Labour,Crime_Alcohol prohibition violations,Crime_Attempts to Commit Offences,Crime_Criminal Force and Assault,Crime_Cybercrimes and digital fraud,Crime_General Exceptions,Crime_Elections & Authority,Crime_Public Health,Crime_Unknown,Crime_Police-related offenses and misconduct,Crime_General criminal offenses,Crime_False Evidence & Justice,Crime_Abduction,Crime_Drug trafficking and substance abuse,Crime_Criminal Breach of Trust,Crime_Copyright infringement and intellectual property violations,Crime_Extortion,Crime_State-specific motor vehicle violations,Crime_Public safety violations,Crime_Hurt,Crime_Of Abetment,Crime_Criminal Conspiracy,CrimeSeverity,hour_normalized,day_of_week_normalized,Distance from Police Station_normalized
02-12-2023,22:55:00,18.4650762,73.86917134,1.5,0,Hurt,2023-12-02 22:55:00,22,5,1,12,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,1.0320513967273839,1.0898315722898122,-0.34163040586610627
08-12-2023,16:48:00,18.46824949,73.87020548,2.0,0,Alcohol prohibition violations,2023-12-08 16:48:00,16,4,0,12,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.2820199213388248,0.5721266896783905,-0.05724529138899054
13-12-2023,14:46:00,18.45818486,73.86652321,2.0,0,Theft,2023-12-13 14:46:00,14,2,0,12,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.03200942954263851,-0.4632830755444529,-0.05724529138899054
14-12-2023,20:19:00,18.47839422,73.86215645,1.5,0,"Theft, Criminal Trespass",2023-12-14 20:19:00,20,3,1,12,2023,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.7820409049311975,0.05442180706696883,-0.34163040586610627
23-12-2023,23:57:00,18.46127853,73.8676585,1.0,0,"Robbery and Dacoity, Mischief, Wrongful Restraint and Confinement, Hurt, Intimidation & Annoyance",2023-12-23 23:57:00,23,5,1,12,2023,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,1.157056642625477,1.0898315722898122,-0.6260155203432219
27-12-2023,00:28:00,18.46108391,73.86925083,1.0,0,Unknown,2023-12-27 00:28:00,0,2,1,12,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,-0.4632830755444529,-0.6260155203432219
06-01-2024,21:11:00,18.46265379,73.86736326,1.0,0,"Kidnapping, Abduction, Slavery and Forced Labour",2024-01-06 21:11:00,21,5,1,1,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,0.9070461508292906,1.0898315722898122,-0.6260155203432219
08-01-2024,23:41:00,18.46561536,73.86726267,1.0,0,Cheating,2024-01-08 23:41:00,23,0,1,1,2024,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,-1.4986928407672964,-0.6260155203432219
20-01-2024,00:58:00,18.46038233,73.86377897,1.0,0,Unknown,2024-01-20 00:58:00,0,5,1,1,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,1.0898315722898122,-0.6260155203432219
22-01-2024,22:32:00,18.46107384,73.87280468,1.0,0,Alcohol prohibition violations,2024-01-22 22:32:00,22,0,1,1,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.0320513967273839,-1.4986928407672964,-0.6260155203432219
24-01-2024,00:21:00,18.46533592,73.87350562,1.0,0,Unknown,2024-01-24 00:21:00,0,2,1,1,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,-0.4632830755444529,-0.6260155203432219
02-02-2024,01:46:00,18.47483747,73.87328334,1.0,0,Unknown,2024-02-02 01:46:00,1,4,1,2,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.5930587671325727,0.5721266896783905,-0.6260155203432219
11-02-2024,17:43:00,18.46661866,73.86309877,1.5,0,Theft,2024-02-11 17:43:00,17,6,0,2,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.407025167236918,1.607536454901234,-0.34163040586610627
15-02-2024,19:18:00,18.46798509,73.86371147,1.0,0,Theft,2024-02-15 19:18:00,19,3,1,2,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.6570356590331043,0.05442180706696883,-0.6260155203432219
16-02-2024,15:23:00,18.46100562,73.86719371,1.0,0,Theft,2024-02-16 15:23:00,15,4,0,2,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.15701467544073167,0.5721266896783905,-0.6260155203432219
18-02-2024,21:11:00,18.45652802,73.87080594,1.5,0,Mischief,2024-02-18 21:11:00,21,6,1,2,2024,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.9070461508292906,1.607536454901234,-0.34163040586610627
22-02-2024,02:22:00,18.4656614,73.86446745,1.0,0,"Offences against the State, Offences Affecting Life, Intimidation & Annoyance",2024-02-22 02:22:00,2,3,1,2,2024,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-1.4680535212344794,0.05442180706696883,-0.6260155203432219
27-02-2024,00:01:00,18.46660941,73.87666266,1.0,0,Alcohol prohibition violations,2024-02-27 00:01:00,0,1,1,2,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,-0.9809879581558746,-0.6260155203432219
02-03-2024,07:33:00,18.46837182,73.86994423,1.5,0,"Hurt, Intimidation & Annoyance",2024-03-02 07:33:00,7,5,0,3,2024,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,-0.8430272917440136,1.0898315722898122,-0.34163040586610627
02-03-2024,05:09:00,18.46430984,73.8669206,1.0,0,"Hurt, Intimidation & Annoyance, Criminal Trespass",2024-03-02 05:09:00,5,5,1,3,2024,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,-1.0930377835401999,1.0898315722898122,-0.6260155203432219
09-03-2024,18:40:00,18.46660941,73.87666266,1.0,0,Alcohol prohibition violations,2024-03-09 18:40:00,18,5,1,3,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.5320304131350112,1.0898315722898122,-0.6260155203432219
15-03-2024,19:40:00,18.47021933,73.87469298,1.5,0,Mischief,2024-03-15 19:40:00,19,4,1,3,2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.6570356590331043,0.5721266896783905,-0.34163040586610627
21-03-2024,20:25:00,18.46764993,73.87440315,1.0,0,"Offences Affecting Life, Kidnapping, Abduction, Slavery and Forced Labour, Public Tranquillity",2024-03-21 20:25:00,20,3,1,3,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,0.7820409049311975,0.05442180706696883,-0.6260155203432219
31-03-2024,15:42:00,18.47513968,73.86861414,2.0,0,Alcohol prohibition violations,2024-03-31 15:42:00,15,6,0,3,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.15701467544073167,1.607536454901234,-0.05724529138899054
02-04-2024,20:26:00,18.47514918,73.86133817,6.0,0,Cheating,2024-04-02 20:26:00,20,1,1,4,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,0.7820409049311975,-0.9809879581558746,2.217835624427935
03-04-2024,22:39:00,18.48165211,73.87634082,1.0,0,Hurt,2024-04-03 22:39:00,22,2,1,4,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,1.0320513967273839,-0.4632830755444529,-0.6260155203432219
06-04-2024,00:06:00,18.46094308,73.86940801,1.0,0,"Offences against the State, Hurt",2024-04-06 00:06:00,0,5,1,4,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,-1.7180640130306657,1.0898315722898122,-0.6260155203432219
06-04-2024,19:37:00,18.46209326,73.86867825,1.0,0,Theft,2024-04-06 19:37:00,19,5,1,4,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.6570356590331043,1.0898315722898122,-0.6260155203432219
07-04-2024,02:25:00,18.46062471,73.87287891,1.0,0,Unknown,2024-04-07 02:25:00,2,6,1,4,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.4680535212344794,1.607536454901234,-0.6260155203432219
08-04-2024,01:07:00,18.47233061,73.86326342,2.0,0,Public Tranquillity,2024-04-08 01:07:00,1,0,1,4,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,-1.5930587671325727,-1.4986928407672964,-0.05724529138899054
11-04-2024,22:58:00,18.46189712,73.86736305,1.5,0,Public Tranquillity,2024-04-11 22:58:00,22,3,1,4,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,1.0320513967273839,0.05442180706696883,-0.34163040586610627
11-04-2024,03:50:00,18.46193699,73.86726028,1.0,0,Unknown,2024-04-11 03:50:00,3,3,1,4,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.3430482753363862,0.05442180706696883,-0.6260155203432219
20-04-2024,02:45:00,18.45929694,73.86942016,2.0,0,Unknown,2024-04-20 02:45:00,2,5,1,4,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.4680535212344794,1.0898315722898122,-0.05724529138899054
01-05-2024,00:44:00,18.47464066,73.86261291,1.0,0,Offences against the State,2024-05-01 00:44:00,0,2,1,5,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-1.7180640130306657,-0.4632830755444529,-0.6260155203432219
06-05-2024,15:14:00,18.47121143,73.86542587,2.0,0,Alcohol prohibition violations,2024-05-06 15:14:00,15,0,0,5,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.15701467544073167,-1.4986928407672964,-0.05724529138899054
09-05-2024,19:58:00,18.46910949,73.86508274,6.0,0,Theft,2024-05-09 19:58:00,19,3,1,5,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,0.6570356590331043,0.05442180706696883,2.217835624427935
10-05-2024,19:36:00,18.47311966,73.86517553,8.0,0,Cheating,2024-05-10 19:36:00,19,4,1,5,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,0.6570356590331043,0.5721266896783905,3.3553760823363983
16-05-2024,16:10:00,18.48021842,73.87545065,3.0,0,Alcohol prohibition violations,2024-05-16 16:10:00,16,3,0,5,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.2820199213388248,0.05442180706696883,0.5115249375652409
19-05-2024,16:28:00,18.48021842,73.87545065,1.0,0,Alcohol prohibition violations,2024-05-19 16:28:00,16,6,0,5,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.2820199213388248,1.607536454901234,-0.6260155203432219
20-05-2024,14:06:00,18.48021842,73.87545065,3.0,0,Alcohol prohibition violations,2024-05-20 14:06:00,14,0,0,5,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.03200942954263851,-1.4986928407672964,0.5115249375652409
22-05-2024,01:46:00,18.46347889,73.86738465,2.0,0,Cheating,2024-05-22 01:46:00,1,2,1,5,2024,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.5930587671325727,-0.4632830755444529,-0.05724529138899054
25-05-2024,02:05:00,18.47108026,73.86654498,2.0,0,Public Tranquillity,2024-05-25 02:05:00,2,5,1,5,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,-1.4680535212344794,1.0898315722898122,-0.05724529138899054
07-06-2024,21:42:00,18.46797214,73.87055562,2.0,0,Alcohol prohibition violations,2024-06-07 21:42:00,21,4,1,6,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.9070461508292906,0.5721266896783905,-0.05724529138899054
07-06-2024,19:39:00,18.46917422,73.86288878,1.0,0,Theft,2024-06-07 19:39:00,19,4,1,6,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.6570356590331043,0.5721266896783905,-0.6260155203432219
08-06-2024,20:28:00,18.46535363,73.86387213,0.5,0,Theft,2024-06-08 20:28:00,20,5,1,6,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.7820409049311975,1.0898315722898122,-0.9104006348203376
11-06-2024,01:34:00,18.4702241,73.86708203,0.5,0,Robbery and Dacoity,2024-06-11 01:34:00,1,1,1,6,2024,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,-1.5930587671325727,-0.9809879581558746,-0.9104006348203376
12-06-2024,20:10:00,18.4622542,73.87540615,2.0,0,Alcohol prohibition violations,2024-06-12 20:10:00,20,2,1,6,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.7820409049311975,-0.4632830755444529,-0.05724529138899054
19-06-2024,18:50:00,18.48021842,73.87545065,2.0,0,Alcohol prohibition violations,2024-06-19 18:50:00,18,2,1,6,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.5320304131350112,-0.4632830755444529,-0.05724529138899054
30-06-2024,12:53:00,18.45350056,73.87187915,12.0,0,Cheating,2024-06-30 12:53:00,12,6,0,6,2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,-0.21800106225354782,1.607536454901234,5.630456998153324
11-07-2024,15:01:00,18.46950975,73.86397434,0.5,0,Offences Affecting Life,2024-07-11 15:01:00,15,3,0,7,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,0.15701467544073167,0.05442180706696883,-0.9104006348203376
16-07-2024,01:54:00,18.45560092,73.8708964,1.0,0,Unknown,2024-07-16 01:54:00,1,1,1,7,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.5930587671325727,-0.9809879581558746,-0.6260155203432219
26-07-2024,18:54:00,18.48213511,73.86076285,9.0,0,Cheating,2024-07-26 18:54:00,18,4,1,7,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,0.5320304131350112,0.5721266896783905,3.9241463112906296
29-07-2024,18:18:00,18.46138756,73.8662147,1.0,0,Theft,2024-07-29 18:18:00,18,0,1,7,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.5320304131350112,-1.4986928407672964,-0.6260155203432219
31-07-2024,20:52:00,18.46112488,73.87145154,2.0,0,"Offences against the State, Criminal Conspiracy",2024-07-31 20:52:00,20,2,1,7,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Very High,0.7820409049311975,-0.4632830755444529,-0.05724529138899054
05-08-2024,23:14:00,18.46109003,73.87621944,1.0,0,Unknown,2024-08-05 23:14:00,23,0,1,8,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.157056642625477,-1.4986928407672964,-0.6260155203432219
08-08-2024,02:01:00,18.4684891,73.8731644,1.0,0,Unknown,2024-08-08 02:01:00,2,3,1,8,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.4680535212344794,0.05442180706696883,-0.6260155203432219
12-08-2024,21:36:00,18.46352167,73.8629825,5.0,0,Unknown,2024-08-12 21:36:00,21,0,1,8,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,0.9070461508292906,-1.4986928407672964,1.6490653954737038
14-08-2024,01:11:00,18.46107464,73.86563584,1.0,0,"Offences against the State, Offences Affecting Life, Of Abetment",2024-08-14 01:11:00,1,2,1,8,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High,-1.5930587671325727,-0.4632830755444529,-0.6260155203432219
14-08-2024,02:01:00,18.46246907,73.86553414,1.0,0,Of Abetment,2024-08-14 02:01:00,2,2,1,8,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Very Low,-1.4680535212344794,-0.4632830755444529,-0.6260155203432219
22-08-2024,19:20:00,18.46308785,73.86564641,12.0,0,Cheating,2024-08-22 19:20:00,19,3,1,8,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,0.6570356590331043,0.05442180706696883,5.630456998153324
06-09-2024,03:01:00,18.46077004,73.86534469,1.0,0,Unknown,2024-09-06 03:01:00,3,4,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.3430482753363862,0.5721266896783905,-0.6260155203432219
07-09-2024,00:38:00,18.46340729,73.86542663,1.0,0,Unknown,2024-09-07 00:38:00,0,5,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,1.0898315722898122,-0.6260155203432219
09-09-2024,22:59:00,18.47131088,73.86372022,2.0,0,False Evidence & Justice,2024-09-09 22:59:00,22,0,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,-1.4986928407672964,-0.05724529138899054
10-09-2024,00:55:00,18.45849057,73.86946648,1.0,0,Unknown,2024-09-10 00:55:00,0,1,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,-0.9809879581558746,-0.6260155203432219
12-09-2024,01:39:00,18.48245309,73.86111463,2.0,0,Unknown,2024-09-12 01:39:00,1,3,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.5930587671325727,0.05442180706696883,-0.05724529138899054
19-09-2024,22:06:00,18.46878703,73.86642756,0.5,0,Offences Affecting Life,2024-09-19 22:06:00,22,3,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,1.0320513967273839,0.05442180706696883,-0.9104006348203376
23-09-2024,17:19:00,18.46856427,73.8625189,1.0,0,Unknown,2024-09-23 17:19:00,17,0,0,9,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.407025167236918,-1.4986928407672964,-0.6260155203432219
30-09-2024,23:17:00,18.44669433,73.86697119,0.5,0,"Public Health, Safety, Criminal Conspiracy, False Evidence & Justice",2024-09-30 23:17:00,23,0,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Low,1.157056642625477,-1.4986928407672964,-0.9104006348203376
01-10-2024,22:46:00,18.46811135,73.86676536,0.5,0,Offences Affecting Life,2024-10-01 22:46:00,22,1,1,10,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,1.0320513967273839,-0.9809879581558746,-0.9104006348203376
03-10-2024,20:13:00,18.46119938,73.86064598,12.0,0,Cheating,2024-10-03 20:13:00,20,3,1,10,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,0.7820409049311975,0.05442180706696883,5.630456998153324
08-10-2024,00:29:00,18.45979612,73.86915098,1.0,0,Unknown,2024-10-08 00:29:00,0,1,1,10,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,-0.9809879581558746,-0.6260155203432219
13-10-2024,20:25:00,18.46403574,73.86456378,1.0,0,Unknown,2024-10-13 20:25:00,20,6,1,10,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.7820409049311975,1.607536454901234,-0.6260155203432219
